Time (sec),Data
790,0.03953455
791,0.051976614
792,0.028986305
793,0.040286861
794,0.051730193
795,0.030896284
796,0.04127644
797,0.067161135
798,0.059460137
799,0.033533584
800,0.05552835
801,0.040709872
802,0.055757783
803,0.050969951
804,0.029316671
805,0.035378885
806,0.049124584
807,0.037110146
808,0.023774395
809,0.039031629
810,0.052373778
811,0.022162147
812,0.029201848
813,0.045166723
814,0.048812628
815,0.048054405
816,0.037556909
817,0.040200949
818,0.063913688
819,0.029271096
820,0.026874378
821,0.026865115
822,0.037266474
823,0.052620769
824,0.04526677
825,0.018925358
826,0.038864102
827,0.051260889
828,0.03825919
829,0.040947624
830,0.060566157
831,0.033528414
832,0.044031933
833,0.061564926
834,0.041378401
835,0.056296844
836,0.029802714
837,0.053982247
838,0.043456778
839,0.058344912
840,0.038797382
841,0.070595384
842,0.039101221
843,0.051092554
844,0.053032301
845,0.042501763
846,0.057767101
847,0.052961908
848,0.047525175
849,0.045460064
850,0.056864113
851,0.044848774
852,0.043781411
853,0.045106329
854,0.032774672
855,0.035750415
856,0.044294432
857,0.023748359
858,0.047634386
859,0.033270869
860,0.037435077
861,0.044015784
862,0.051377732
863,0.024849929
864,0.057706807
865,0.061076548
866,0.050939679
867,0.066066809
868,0.051278181
869,0.058637783
870,0.06981574
871,0.04525055
872,0.057600871
873,0.060916532
874,0.050412998
875,0.044521429
876,0.044695243
877,0.026648484
878,0.042631716
879,0.045101956
880,0.02838948
881,0.088162005
882,0.039417297
883,0.046936993
884,0.032460768
885,0.028209403
886,0.062330507
887,0.031695865
888,0.039451256
889,0.044362307
890,0.037402537
891,0.042929225
892,0.054235294
893,0.032610822
894,0.032938253
895,0.040764406
896,0.022672769
897,0.066146947
898,0.028864665
899,0.053377856
900,0.035404325
901,0.034568556
902,0.037452988
903,0.044604708
904,0.054124869
905,0.02613664
906,0.026736345
907,0.038093463
908,0.037786983
909,0.023190331
910,0.044067748
911,0.032502968
912,0.038366053
913,0.02716204
914,0.028993875
915,0.030259997
916,0.036519099
917,0.041421644
918,0.039192483
919,0.023276988
920,0.033011012
921,0.03438244
922,0.030443154
923,0.027359277
924,0.031452134
925,0.03453543
926,0.038539648
927,0.064835988
928,0.028392535
929,0.041691054
930,0.023243692
931,0.042535983
932,0.027896054
933,0.034511033
934,0.027794536
935,0.033410117
936,0.028619893
937,0.031089086
938,0.022348996
939,0.024653405
940,0.031343296
941,0.049367696
942,0.048659697
943,0.039002713
944,0.026715931
945,0.049310807
946,0.025870305
947,0.020631926
948,0.035837814
949,0.029740872
950,0.040362712
951,0.02504812
952,0.02082249
953,0.026904387
954,0.013731102
955,0.027277043
956,0.021100406
957,0.044903852
958,0.028105207
959,0.013656296
960,0.025455575
961,0.022807028
962,0.027148124
963,0.036136512
964,0.026534125
965,0.045663875
966,0.042556789
967,0.037556197
968,0.01071926
969,0.018261462
970,0.031117551
971,0.029986367
972,0.045021843
973,0.031961292
974,0.031649239
975,0.023079263
976,0.040378571
977,0.029919792
978,0.019432165
979,0.03518128
980,0.045829624
981,0.028530782
982,0.038110211
983,0.03511114
984,0.025576074
985,0.045087725
986,0.042394701
987,0.054505557
988,0.038624339
989,0.019541293
990,0.050461624
991,0.032537237
992,0.044951692
993,0.02467637
994,0.060218889
995,0.032913875
996,0.044950545
997,0.03984426
998,0.02332929
999,0.019679658
1000,0.022730276
